"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"RYAM","Rayonier Advanced Materials Inc.","4.09","$259.11M","2014","Basic Industries","Paper","https://old.nasdaq.com/symbol/ryam",
"RYN","Rayonier Inc.","27.6","$3.77B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ryn",
"RTX","Raytheon Technologies Corporation","61.46","$93.89B","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/rtx",
"RBB","RBB Bancorp","12.1","$238.85M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/rbb",
"ROLL","RBC Bearings Incorporated","124.27","$3.12B","2005","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/roll",
"RICK","RCI Hospitality Holdings, Inc.","23.82","$217.36M","1995","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/rick",
"RCMT","RCM Technologies, Inc.","1.37","$15.71M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/rcmt",
"RMAX","RE/MAX Holdings, Inc.","35.6","$1.09B","2013","Finance","Real Estate","https://old.nasdaq.com/symbol/rmax",
"RDI","Reading International Inc","2.67","$58.07M","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/rdi",
"RDIB","Reading International Inc","20.09","$436.92M","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/rdib",
"RC","Ready Capital Corporation","11.55","$633.78M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rc",
"RCA","Ready Capital Corporation","23.72","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rca",
"RCB","Ready Capital Corporation","23","n/a","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rcb",
"RCP","Ready Capital Corporation","25.1","n/a","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rcp",
"BLCN","Reality Shares Nasdaq NextGen Economy ETF","34.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/blcn",
"RNWK","RealNetworks, Inc.","1.55","$59.32M","1997","Technology","EDP Services","https://old.nasdaq.com/symbol/rnwk",
"RLGY","Realogy Holdings Corp.","10.52","$1.21B","2012","Finance","Real Estate","https://old.nasdaq.com/symbol/rlgy",
"RP","RealPage, Inc.","59.32","$6.05B","2010","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/rp",
"O","Realty Income Corporation","58.75","$20.27B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/o",
"RETA","Reata Pharmaceuticals, Inc.","113.07","$3.8B","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/reta",
"UTG","Reaves Utility Income Fund","32.45","$1.67B","2004","n/a","n/a","https://old.nasdaq.com/symbol/utg",
"RCHGU","Recharge Acquisition Corp.","9.925","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/rchgu",
"RCON","Recon Technology, Ltd.","1.18","$8.5M","2009","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/rcon",
"REPH","Recro Pharma, Inc.","2.12","$50.12M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/reph",
"RLH","Red Lion Hotels Corporation","1.98","$50.29M","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/rlh",
"RRBI","Red River Bancshares, Inc.","45.05","$330.13M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/rrbi",
"RRGB","Red Robin Gourmet Burgers, Inc.","13.48","$209.49M","2002","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/rrgb",
"RRR","Red Rock Resorts, Inc.","18.385","$2.16B","2016","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/rrr",
"RDVT","Red Violet, Inc.","22.23","$269.82M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/rdvt",
"RBAC","RedBall Acquisition Corp.","10.33","$742.47M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/rbac",
"RBAC.U","RedBall Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/rbac.u",
"RBAC.WS","RedBall Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rbac.ws",
"RDFN","Redfin Corporation","48.69","$4.84B","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/rdfn",
"RDHL","Redhill Biopharma Ltd.","10.36","$387.55M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rdhl",
"RWT","Redwood Trust, Inc.","8.16","$937.95M","1995","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rwt",
"REED","Reeds, Inc.","1.02","$64.19M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/reed",
"RBC","Regal Beloit Corporation","98.34","$3.99B","n/a","Consumer Durables","Metal Fabrications","https://old.nasdaq.com/symbol/rbc",
"REG","Regency Centers Corporation","37","$6.28B","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/reg",
"REGN","Regeneron Pharmaceuticals, Inc.","583.14","$62.04B","1991","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/regn",
"RGNX","REGENXBIO Inc.","27.44","$1.02B","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/rgnx",
"RHE","Regional Health Properties, Inc.","1.45","$2.45M","2017","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/rhe",
"RHE^A","Regional Health Properties, Inc.","2.08","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rhe^a",
"RM","Regional Management Corp.","21.74","$246.47M","2012","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/rm",
"RF","Regions Financial Corporation","12.34","$11.85B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/rf",
"RF^A","Regions Financial Corporation","25.59","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rf^a",
"RF^B","Regions Financial Corporation","27.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rf^b",
"RF^C","Regions Financial Corporation","27.89","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rf^c",
"RGS","Regis Corporation","7","$249.66M","1991","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/rgs",
"RGLS","Regulus Therapeutics Inc.","0.5101","$18.32M","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rgls",
"RGA","Reinsurance Group of America, Incorporated","104.26","$7.08B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/rga",
"RZA","Reinsurance Group of America, Incorporated","27.04","n/a","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/rza",
"RZB","Reinsurance Group of America, Incorporated","27.49","n/a","2016","Finance","Life Insurance","https://old.nasdaq.com/symbol/rzb",
"RTP.U","Reinvent Technology Partners","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/rtp.u",
"REKR","Rekor Systems, Inc.","5.7","$187.49M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/rekr",
"RLAY","Relay Therapeutics, Inc.","40.72","$3.66B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/rlay",
"RS","Reliance Steel & Aluminum Co.","112.4","$7.17B","1994","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/rs",
"RBNC","Reliant Bancorp, Inc.","15.64","$254.06M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/rbnc",
"RELV","Reliv&#39; International, Inc.","3.57","$6.23M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/relv",
"RLMD","Relmada Therapeutics, Inc.","34.42","$551.54M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rlmd",
"RELX","RELX PLC","21.64","$41.81B","2015","Consumer Services","Publishing","https://old.nasdaq.com/symbol/relx",
"MARK","Remark Holdings, Inc.","1.21","$120.4M","n/a","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/mark",
"RNR","RenaissanceRe Holdings Ltd.","169.9","$8.7B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/rnr",
"RNR^E","RenaissanceRe Holdings Ltd.","25.36","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnr^e",
"RNR^F","RenaissanceRe Holdings Ltd.","27.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnr^f",
"RNLX","Renalytix AI plc","11.3","$406.97M","2020","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/rnlx",
"RNST","Renasant Corporation","26.94","$1.51B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/rnst",
"SOL","Renesola Ltd.","3.89","$200.96M","2008","Technology","Semiconductors","https://old.nasdaq.com/symbol/sol",
"REGI","Renewable Energy Group, Inc.","55.39","$2.18B","2012","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/regi",
"RCG","RENN Fund, Inc.","1.35","$8.04M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rcg",
"RENN","Renren Inc.","5.75","$135.58M","2011","Technology","EDP Services","https://old.nasdaq.com/symbol/renn",
"RCII","Rent-A-Center Inc.","33.15","$1.78B","1995","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/rcii",
"RPTX","Repare Therapeutics Inc.","25","$918.84M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rptx",
"RPAY","Repay Holdings Corporation","23.06","$1.68B","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rpay",
"RPLA","Replay Acquisition Corp.","10.15","$364.77M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/rpla",
"RPLA.U","Replay Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/rpla.u",
"RPLA.WS","Replay Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rpla.ws",
"RGEN","Repligen Corporation","168.75","$8.86B","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/rgen",
"REPL","Replimune Group, Inc.","42.16","$1.7B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/repl",
"KRMD","Repro Med Systems, Inc.","6.16","$270.48M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/krmd",
"RBCAA","Republic Bancorp, Inc.","32.01","$669.27M","1998","Finance","Major Banks","https://old.nasdaq.com/symbol/rbcaa",
"FRBK","Republic First Bancorp, Inc.","2.24","$131.84M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/frbk",
"RSG","Republic Services, Inc.","92.1","$29.33B","1998","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/rsg",
"REFR","Research Frontiers Incorporated","2.84","$89.68M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/refr",
"RSSS","Research Solutions, Inc","2.4","$62.84M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rsss",
"REZI","Resideo Technologies, Inc.","11.35","$1.4B","2018","Capital Goods","Wholesale Distributors","https://old.nasdaq.com/symbol/rezi",
"RMD","ResMed Inc.","179.41","$26B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/rmd",
"RFP","Resolute Forest Products Inc.","4.84","$416.62M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/rfp",
"RESN","Resonant Inc.","2.45","$130.58M","2014","Technology","Semiconductors","https://old.nasdaq.com/symbol/resn",
"RGP","Resources Connection, Inc.","11.49","$372.66M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rgp",
"QSR","Restaurant Brands International Inc.","56.24","$17.05B","2014","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/qsr",
"ROIC","Retail Opportunity Investments Corp.","10.26","$1.21B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/roic",
"RPAI","Retail Properties of America, Inc.","5.46","$1.17B","2012","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rpai",
"RVI","Retail Value Inc.","12.76","$253.02M","2018","Finance","Real Estate","https://old.nasdaq.com/symbol/rvi",
"RETO","ReTo Eco-Solutions, Inc.","0.7355","$17.75M","2017","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/reto",
"RVP","Retractable Technologies, Inc.","8.67","$291.63M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/rvp",
"RTRX","Retrophin, Inc.","21.39","$1.09B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rtrx",
"REVG","REV Group, Inc.","8.29","$526.22M","2017","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/revg",
"RVNC","Revance Therapeutics, Inc.","25.74","$1.7B","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rvnc",
"REV","Revlon, Inc.","5.64","$300.76M","1996","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/rev",
"RVMD","Revolution Medicines, Inc.","44.7","$2.95B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/rvmd",
"RVLV","Revolve Group, Inc.","18.33","$1.27B","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/rvlv",
"RWLK","ReWalk Robotics Ltd.","1.26","$24.14M","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/rwlk",
"REX","REX American Resources Corporation","72.27","$447.96M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/rex",
"REXN","Rexahn Pharmaceuticals, Inc.","2.09","$9.37M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rexn",
"REXR","Rexford Industrial Realty, Inc.","48.55","$6.01B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rexr",
"REXR^A","Rexford Industrial Realty, Inc.","25.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rexr^a",
"REXR^B","Rexford Industrial Realty, Inc.","26.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rexr^b",
"REXR^C","Rexford Industrial Realty, Inc.","26.51","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rexr^c",
"RXN","Rexnord Corporation","31.52","$3.8B","2012","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rxn",
"REYN","Reynolds Consumer Products Inc.","30.93","$6.49B","2020","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/reyn",
"RFIL","RF Industries, Ltd.","4.51","$44.07M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/rfil",
"RGCO","RGC Resources Inc.","23.95","$195.19M","n/a","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/rgco",
"RH","RH","373.43","$7.29B","2012","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/rh",
"RBKB","Rhinebeck Bancorp, Inc.","6.93","$77.15M","2019","Finance","Banks","https://old.nasdaq.com/symbol/rbkb",
"RYTM","Rhythm Pharmaceuticals, Inc.","23.38","$1.03B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rytm",
"LEAP.U","Ribbit LEAP, Ltd.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/leap.u",
"RBBN","Ribbon Communications Inc. ","4.06","$589.3M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/rbbn",
"RIBT","RiceBran Technologies","0.5622","$22.6M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/ribt",
"RELL","Richardson Electronics, Ltd.","4.44","$58.64M","1983","Technology","Electronic Components","https://old.nasdaq.com/symbol/rell",
"RMBI","Richmond Mutual Bancorporation, Inc.","11.22","$151.77M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/rmbi",
"RIGL","Rigel Pharmaceuticals, Inc.","2.6","$439.22M","2000","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rigl",
"RNET","RigNet, Inc.","4.05","$83.24M","2010","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/rnet",
"RMNI","Rimini Street, Inc.","3.22","$242.54M","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rmni",
"REI","Ring Energy, Inc.","0.6778","$46.08M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rei",
"RNG","Ringcentral, Inc.","282.87","$25.16B","2013","Technology","EDP Services","https://old.nasdaq.com/symbol/rng",
"RIO","Rio Tinto Plc","59.23","$73.84B","2002","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/rio",
"RIOT","Riot Blockchain, Inc","3.3","$161.45M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/riot",
"REDU","RISE Education Cayman Ltd","6.1","$343.91M","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/redu",
"RBA","Ritchie Bros. Auctioneers Incorporated","62.44","$6.8B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/rba",
"RAD","Rite Aid Corporation","9.95","$549.48M","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/rad",
"RFM","RiverNorth Flexible Municipal Income Fund, Inc.","20.12","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/rfm",
"RMM","RiverNorth Managed Duration Municipal Income Fund, Inc.","16.79","$331.43M","2019","n/a","n/a","https://old.nasdaq.com/symbol/rmm",
"RMI","RiverNorth Opportunistic Municipal Income Fund, Inc.","20.33","$129.57M","2018","n/a","n/a","https://old.nasdaq.com/symbol/rmi",
"RIV","RiverNorth Opportunities Fund, Inc.","14.18","$132.56M","2015","n/a","n/a","https://old.nasdaq.com/symbol/riv",
"RIV~","RiverNorth Opportunities Fund, Inc.","0.0139","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/riv~",
"RMPL^","RiverNorth Specialty Finance Corporation","25.32","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmpl^",
"RSF","RiverNorth Specialty Finance Corporation","14.85","$81.17M","2019","n/a","n/a","https://old.nasdaq.com/symbol/rsf",
"OPP","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","13.85","$191.93M","2016","n/a","n/a","https://old.nasdaq.com/symbol/opp",
"RVSB","Riverview Bancorp Inc","4.92","$109.45M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/rvsb",
"RIVE","Riverview Financial Corporation","7.1","$65.89M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/rive",
"RLI","RLI Corp.","82.68","$3.72B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/rli",
"RLJ","RLJ Lodging Trust","8.32","$1.37B","2011","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rlj",
"RLJ^A","RLJ Lodging Trust","22.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rlj^a",
"RMG","RMG Acquisition Corp.","10.24","$294.4M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/rmg",
"RMG.U","RMG Acquisition Corp.","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/rmg.u",
"RMG.WS","RMG Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmg.ws",
"RMRM","RMR Mortgage Trust","8.62","$87.94M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmrm",
"RHI","Robert Half International Inc.","55.43","$6.35B","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/rhi",
"RKT","Rocket Companies, Inc.","20.74","$41.47B","2020","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/rkt",
"RCKT","Rocket Pharmaceuticals, Inc.","28.16","$1.55B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rckt",
"ROK","Rockwell Automation, Inc.","244.46","$28.35B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rok",
"RMTI","Rockwell Medical, Inc.","1.06","$97.64M","1998","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rmti",
"RCKY","Rocky Brands, Inc.","25.83","$188.95M","1993","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/rcky",
"RMCF","Rocky Mountain Chocolate Factory, Inc.","2.93","$17.79M","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/rmcf",
"RCI","Rogers Communication, Inc.","40","$20.2B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/rci",
"ROG","Rogers Corporation","107.59","$2.01B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/rog",
"ROKU","Roku, Inc.","222.14","$27.7B","2017","Consumer Services","Television Services","https://old.nasdaq.com/symbol/roku",
"ROL","Rollins, Inc.","59.22","$19.41B","n/a","Finance","Diversified Commercial Services","https://old.nasdaq.com/symbol/rol",
"ROP","Roper Technologies, Inc.","424.9","$44.49B","1992","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/rop",
"ROST","Ross Stores, Inc.","90.96","$32.38B","1985","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/rost",
"ROCH","Roth CH Acquisition I Co.","10.08","$99.07M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/roch",
"ROCHU","Roth CH Acquisition I Co.","10.65","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/rochu",
"ROCHW","Roth CH Acquisition I Co.","1","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/rochw",
"RY","Royal Bank Of Canada","72.97","$103.78B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ry",
"RY^T","Royal Bank Of Canada","29.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ry^t",
"RCL","Royal Caribbean Group","59.71","$13.32B","1993","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/rcl",
"RDS.A","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rds.a",
"RDS.B","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rds.b",
"RGLD","Royal Gold, Inc.","119.6","$7.85B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/rgld",
"RPRX","Royalty Pharma plc","40.27","$24.45B","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rprx",
"RGT","Royce Global Value Trust, Inc.","13.37","$140.43M","2013","n/a","n/a","https://old.nasdaq.com/symbol/rgt",
"RMT","Royce Micro-Cap Trust, Inc.","8.3","$357.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rmt",
"RVT","Royce Value Trust, Inc.","13.55","$1.36B","1986","n/a","n/a","https://old.nasdaq.com/symbol/rvt",
"RES","RPC, Inc.","2.59","$557.17M","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/res",
"RPM","RPM International Inc.","88.19","$11.46B","n/a","Basic Industries","Paints/Coatings","https://old.nasdaq.com/symbol/rpm",
"RPT","RPT Realty","5.02","$406.35M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rpt",
"RPT^D","RPT Realty","41.1392","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rpt^d",
"RBCN","Rubicon Technology, Inc.","8.4278","$20.28M","2007","Technology","Semiconductors","https://old.nasdaq.com/symbol/rbcn",
"RUBY","Rubius Therapeutics, Inc.","5.05","$407.87M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ruby",
"RUHN","Ruhnn Holding Limited","2.68","$225.63M","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/ruhn",
"RMBL","RumbleOn, Inc.","40.87","$91.35M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/rmbl",
"RUSHA","Rush Enterprises, Inc.","36.37","$1.99B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/rusha",
"RUSHB","Rush Enterprises, Inc.","32.7","$1.79B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/rushb",
"RUTH","Ruth&#39;s Hospitality Group, Inc.","11.65","$406.86M","2005","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/ruth",
"RYAAY","Ryanair Holdings plc","83.93","$18.89B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/ryaay",
"RYB","RYB Education, Inc.","2.68","$73.93M","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/ryb",
"R","Ryder System, Inc.","49.39","$2.66B","n/a","Consumer Services","Rental/Leasing Companies","https://old.nasdaq.com/symbol/r",
"RYI","Ryerson Holding Corporation","7.55","$287.79M","2014","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/ryi",
"RHP","Ryman Hospitality Properties, Inc.","40.21","$2.21B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/rhp",
"SPGI","S&P Global Inc.","341.15","$82.22B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/spgi",
"STBA","S&T Bancorp, Inc.","19.9","$781.11M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/stba",
"SANW","S&W Seed Company","2.28","$76.27M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/sanw",
"SBR","Sabine Royalty Trust","28.27","$412.16M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/sbr",
"SBRA","Sabra Health Care REIT, Inc.","13.7","$2.82B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sbra",
"SABR","Sabre Corporation","6.5","$2.06B","2014","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sabr",
"SABRP","Sabre Corporation","93.1","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/sabrp",
"SACC","Sachem Capital Corp.","24.68","n/a","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sacc",
"SACH","Sachem Capital Corp.","4.2","$92.89M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sach",
"SCCB","Sachem Capital Corp.","25.1","n/a","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sccb",
"SCCC","Sachem Capital Corp.","25.29","n/a","2020","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sccc",
"SB","Safe Bulkers, Inc","0.9877","$100.87M","2008","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/sb",
"SB^C","Safe Bulkers, Inc","19.09","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sb^c",
"SB^D","Safe Bulkers, Inc","19.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sb^d",
"SFE","Safeguard Scientifics, Inc.","5.99","$124.49M","n/a","Finance","Finance/Investors Services","https://old.nasdaq.com/symbol/sfe",
"SAFE","Safehold Inc.","65.36","$3.34B","2017","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/safe",
"SFET","Safe-T Group Ltd.","1.08","$19.6M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/sfet",
